video_id,newspaper,video_text,video_description,video_topic,num_comments,num_offensive_comments,offensive_score,offensive_trigger,type,true_label,pred_label
vnVVltbZEAE,il_gazzettino,Professore arrestato per violenza sessuale su sette minorenni: anche la società sportiva lo licenzia,Francesco Saviane è stato responsabile organizzativo e delegato alla tutela dei minori dell’Academy di Noventa Padovana (oltre che insegnante di religione in una scuola privata e animatore parrocchiale). Valandro: «Sconvolti»,"crime, law and justice",7,4,0.6994,0,silver,0,1
vqRCOo_ITNI,il_gazzettino,"Passeggero morde l'assistente di volo, atterraggio d'emergenza in Polinesia","Attimi di panico a bordo di un volo Quantas, partito da Melbourne con destinazione Dallas-Fort Worth in Texas. Un viaggio complessivo di quasi 18 ore, interrotto però quando ne mancavano ancora 11 all'arrivo. Il pilota del QF21 è stato infatti costretto a cambiare rotta e a procedere con un atterraggio d'emergenza a Papeete, nella Polinesia francese.
Per approfondimenti: https://l-nk.it/L69Xz1","disaster, accident and emergency incident",0,0,0.0,0,silver,0,1
wyi_LrpMAVk,il_gazzettino,"Prof Francesco Saviane arrestato per violenza sessuale, l'ex alunna: «Commenti sui seni»","C'è chi, già nel 2023, aveva deciso di parlare. Di mettere insieme racconti, testimonianze, episodi considerati ormai troppo pesanti per restare semplici ""voci di corridoio"". Tra questi anche un'ex studentessa del Barbarigo che, insieme ad altri ragazzi, ad alcune ragazze, tra cui una delle giovani che poi ha denunciato in Procura, e a una parte del corpo docente, contribuì a portare all'attenzione del preside Giovanni Ponchio i comportamenti dell'allora professore di religione Francesco Saviane.","crime, law and justice",5,4,0.7269,1,silver,1,1
yD4OLh9CVhc,il_gazzettino,"Incidente sul lavoro, precipita col trattore e muore a 35 anni: trovato la mattina dopo nel bosco",Per approfondimenti: https://l-nk.it/gafyev,"disaster, accident and emergency incident",4,1,0.156,0,silver,0,0
yMsXKEEVjZo,il_gazzettino,Elisa Ciannillo: «La festa della mamma senza mia figlia Chiara ma lei è sempre qui con me»,"«La maternità, per me, non finisce con la perdita di una figlia». Sono le parole drammatiche ma piene di speranza di Elisa Ciannillo, personal trailer e modella, mamma di Chiara Zardo, morta a 18 anni nel suo letto, improvvisamente e senza spiegazioni, a ottobre dello scorso anno. Una storia, la sua, che ha fatto piangere un intero paese. E mentre in genere in casi come questo i genitori si chiudono nel silenzio, per Elisa parlare di sua figlia significa stare ancora con lei. Così, nel giorno della festa della mamma, le dedica un altro profondo ricordo: «Avrò per sempre il privilegio di essere tua mamma».",human interest,6,1,0.1051,0,silver,0,0
yVR7WzoVWyg,il_gazzettino,"​Cinema sordo, l'unico festival in Italia al via al Museo M9","MESTRE - Tre giorni di proiezioni, performance e laboratori al Museo M9 di Mestre, dove venerdì 22 prenderà il via l’unico festival itinerante di Cinema Sordo d’Italia. Un’occasione per tutti gli appassionati di cinema per conoscere e immergersi nella cultura sorda.

 


Per approfondimenti: https://l-nk.it/qfYi4d","arts, culture, entertainment and media",0,0,0.0,0,silver,0,0
z9wE_HgI3Wo,il_gazzettino,Scritte macabre sui muri e incursioni notturne e una tavola Ouija nella Casa della Fanciulla,"“Vendetta” in stampatello con la vernice rossa e altre scritte come “Ave” usata spesso in contesti rituali, come del resto “Ouija”, la classica tavoletta che si utilizza durante le sedute spiritiche per comunicare con il soprannaturale, i defunti",religion,3,3,0.7169,1,silver,1,1
zA5a7TCZ4D8,il_gazzettino,"Gita scolastica tra i migranti, è scontro: ispettori in arrivo","Mercoledì 13 maggio due classi quinte della scuola primaria ""Arpalice Cuman Pertile"" di Marostica partecipano a una delle serate di ""Fornelli Resistenti"" nell'ambito di una gita scolastica di due giorni a Trieste. Il progetto “Fornelli Resistenti”, nato tre anni fa e promosso dall’associazione “Linea d’ombra”, si occupa di fornire pasti e assistenza alle persone - soprattutto afghane, irachene, curde - che, arrivate in Italia, attendono di presentare la domanda di protezione internazionale. Non clandestini, dunque, ma gente che attende in strada che la questura accetti la domanda di protezione internazionale. Nei giorni scorsi, assieme ai Fornelli resistenti di Bassano del Grappa e alla Fattoria sociale Conca d'oro, hanno partecipato anche gli scolari. E nell'occasione hanno raccontato alcune esperienze fatte a scuola per comprendere il fenomeno migratorio: una serie di esercizi, bendati e senza scarpe, per provare a immedesimarsi nelle persone che attraverso la rotta balcanica giungono in Italia affrontando ostacoli e insidie

Per ulteriori approfondimenti: https://l-nk.it/tcmOfC",society,2,1,0.2952,0,silver,0,1
ziamKdMMXTA,il_gazzettino,Ragazzina pestata da 3 bulle di origine nordafricana per il fidanzatino. Svenuta al parco,"Picchiata nel parco fino a perdere i sensi da tre ragazzine di origine nordafricane: è quanto successo a una studentessa minorenne lo scorso 8 maggio, nel parco Maddalena, nel quartiere Commenda di Rovigo.","crime, law and justice",27,21,0.8371,1,gold,1,1
-S50o9FMOLQ,ilmessaggero,"Marco Basoccu, chi è il tifoso ferito nel derby Torino-Juventus","Resta ricoverato in prognosi riservata nel reparto di Terapia intensiva dell'ospedale Molinette di Torino, il tifoso juventino rimasto gravemente ferito nei disordini scoppiati ieri prima del derby della Mole tra Torino e Juventus.  Il ferito si chiama Marco Leonardo Basoccu, di professione commercialista.

L'uomo, di 36 anni, nato a Torino e residente a Milano, ha riportato un trauma cranico giudicato severo dai sanitari, provocato da un oggetto contundente, verosimilmente una bottiglia di vetro.

Ieri è stato sottoposto a un intervento neurochirurgico all'ospedale Molinette di Torino.  Mentre i medici mantengono la prognosi riservata nel reparto di terapia intensiva dell'ospedale Molinette, la città e il mondo del tifo si interrogano su una dinamica drammatica che ha trasformato una normale domenica di sport in tragedia.

Marco Leonardo Basoccu ha 36 anni, vive a Milano ed è un commercialista affermato. Una vita quadrata, scandita dal lavoro nel capoluogo lombardo, che trova però una valvola di sfogo nella passione viscerale per la Juventus.

Per seguire i bianconeri, Basoccu si muove spesso con i Viking di Milano, uno dei gruppi storici della curva juventina. Come riporta La Repubblica, nonostante la residenza in Lombardia, le sue radici sono in Piemonte: i genitori, Pierluigi e Maria Teresa, vivono infatti a Casale Monferrato. Ed è stata proprio la vicinanza geografica a spingere il trentaseienne a seguire la squadra in questa trasferta a Torino. 

Mentre si trovava in strada insieme agli altri tifosi, il trentaseienne è stato centrato in pieno, crollando a terra privo di sensi. Un amico che camminava al suo fianco ha raccontato di aver sentito un forte botto e di averlo visto cadere subito dopo a faccia in avanti, in una pozza di sangue.

Trasferito d'urgenza inizialmente al Mauriziano e poi alle Molinette a causa della gravità del quadro clinico, Basoccu è stato sottoposto nella notte a un delicato intervento neurochirurgico per la rimozione di un vasto ematoma causato da un severo trauma cranico. Attualmente si trova in coma farmacologico; le sue condizioni sono stabili e i medici lo stanno monitorando con Tac di controllo.

#IlMessaggero #torinojuve",sport,31,22,0.8362,1,silver,1,1
0gOuz12RUjU,ilmessaggero,"Rapina in villa, il calciatore Giorgio Locanto e altri tre ragazzi in ostaggio","MONTEMARCIANO - Hanno rubato tutto: un bottino di quasi 300mila euro tra collezioni di orologi di marca, gioielli, monili d’oro, soldi e argenteria. E’ stata una notte da incubo quella vissuta tra venerdì e ieri nella villa della famiglia Locanto, in via della Marina, a Montemarciano. In casa all’una e mezza di notte c’era Giorgio Locanto, 19enne studente universitario e calciatore del Chieti con un suo amico e due ragazze: i quattro avevano trascorso in compagnia la serata ed erano da poco entrati in camera a riposare.

La ricostruzione
Non c’era Diego, padre di Giorgio, ex pallavolista, pilota e imprenditore: era impegnato al circuito di Vallelunga nella sua passione di sempre per le gare automobilistiche (oggi gestisce una scuderia di Lamborghini e Ferrari da corsa). Cinque persone incappucciate e armate di pistole sono entrate nella villa, aprendosi un varco nella recinzione posteriore e forzando una porta laterale. Hanno raggiunto le stanze superiori, intimando ai 4 giovani di non muoversi. Hanno radunato i 4 ragazzi in una sola camera mentre uno dei banditi, con due pistole in pugno, puntate verso di loro, controllava che i ragazzi non reagissero. 

Un altro, sempre armato, ha intimato a Giorgio di indicargli dove fosse la cassaforte di famiglia, ma il ragazzo all’inizio si è rifiutato e non ha aperto bocca. Per tutta risposta uno dei rapinatori lo ha colpito con un pugno. Il giovane, dopo aver cercato di sviare l’attenzione dei malviventi e dopo essere stato percosso, ha anche cercato di reagire, ma i ladri gli hanno mostrato i caricatori pieni delle loro pistole e lo hanno invitato ad accompagnarli alla cassaforte.

Una volta aperto il forziere, per i malviventi è stato in gioco da ragazzi arraffare tutto il bottino. «Ci hanno portato via tutto - racconta Diego Locanto, il padre del 19enne calciatore del Chieti - tutta la mia collezione di orologi preziosissimi, Rolex, Audemars Piguet e molti altri, tanti gioielli, oro e anche denaro, oltre all’argenteria. I rapinatori erano in contatto tramite ricetrasmittenti con altri di loro che erano all’esterno della villa e che facevano da pali». I carabinieri di Senigallia, guidati dal capitano Felicia Basilicata, stanno indagando sull’episodio anche se la casa non è provvista di telecamere. Si tratterebbe di una banda di stranieri, forse romeni. Locanto ha 53 anni, è un noto imprenditore ora impegnato nella gestione del reparto corse della scuderia che porta le sue iniziali, la DL. E’ stato un pallavolista professionista (ha giocato in A2 con Loreto e Grottazzolina) e come pilota ha vinto il campionato italiano endurance.

#ilmessaggero #rapina #villa #cronaca","crime, law and justice",26,17,0.8222,1,silver,1,1
0paspwjsZmE,ilmessaggero,"Caldo record, temperature come a fine luglio: ecco dove e quanto durerà. Le previsioni","Dopo una prima metà di maggio all'insegna del freddo e delle improvvise precipitazioni, la seconda parte del mese ci sta riservando un caldo decisamente anomalo per il periodo. Stando ai modelli di 3BMeteo, nel weekend che stiamo vivendo e nei giorni seguenti, avremo temperature da 8 fino a 12°C sopra media al Nord, da 4 a 8°C sopra media al Centro e dai 2 ai 4°C sopra media al Sud.

Quest'impennata comporterà che al Nord potranno essere registrati picchi di 35/36°C, fino a 30/32°C al Centro e fino a 28/30°C al Sud. Per capire la straordinarietà dell'evento, basi pensare che queste temperature in Pianura Padana si vedono a partire dalla fine di luglio e durante il mese d'agosto. 

L'improvviso aumento delle temperature potrebbe essere il preludio di El Niño, un evento climatico di portanza imponente, che, secondo quanto riportato dalla US National Oceanic and Atmospheric Administration (NOAA), porterà quest'estate le medie globali a innalzarsi mediamente di 3°C, rendendo così il 2026 il secondo anno più caldo mai registrato subito dietro al 2024.

El Niño (""il bambino"" in spagnolo) è un fenomeno climatico periodico che provoca un forte riscaldamento delle acque superficiali dell'Oceano Pacifico Centro-Meridionale (quello che bagna l'America del Sud) nei mesi di dicembre e gennaio in media ogni cinque anni. Questo fenomeno di riscaldamento nel Pacifico tropicale influenza gli schemi meteorologici globali e può innescare siccità, inondazioni e ondate di calore marine in tutto il mondo. 

#ilmessaggero #caldo #meteo #record",weather,29,8,0.7444,1,gold,1,0
2OdCVeqI-JM,ilmessaggero,«I figli ci chiedono se perderemo il lavoro». La lettera dei dipendenti del Castello delle Cerimonie,"«Non dormiamo la notte, i nostri figli ci chiedono se perderemo il lavoro. Non abbiamo colpe, vogliamo solo lavorare». È il grido d'aiuto dei dipendenti dell’Hotel La Sonrisa, il celebre Castello delle Cerimonie di Real Time, contenuto in una lettera aperta indirizzata alle istituzioni e pubblicata dalla testata Anteprima24.it.
La struttura di Sant'Antonio Abate è al centro di una complessa vicenda giudiziaria per abusivismo edilizio iniziata nel 2011. Lo scorso febbraio la Corte di Cassazione ha disposto la confisca definitiva dell'immobile, ma nei giorni scorsi la famiglia Polese ha ottenuto dal Consiglio di Stato la sospensione della chiusura dell'hotel, ordinata dal Tar della Campania, almeno fino al prossimo 4 giugno. Mentre i titolari combattono la battaglia legale, le centinaia di lavoratori diretti e dell'indotto vivono in un limbo drammatico. Nella missiva, il personale sottolinea la totale estraneità ai fatti contestati: «Chi prepara i banchetti non ha costruito muri abusivi. Chi lava i pavimenti non ha scritto sentenze. Eppure rischiamo di pagare il prezzo più alto».

L'udienza collegiale in camera di consiglio è fissata per il prossimo 4 giugno. Una provvedimento che, secondo l'avvocato Dario Vannetiello, legale di donna Imma Polese, proprietaria della struttura, significa solo una cosa. E cioè che «l'autorità amministrativa dovrebbe attendere l'esito delle istanze e dei ricorsi che sono ancora pendenti». «Anche questa decisione assunta dall'autorità giudiziaria ci fa comprendere come in una situazione del genere, evidenti ragioni di opportunità suggeriscono di non accelerare gli effetti della precedente sentenza di condanna che è attualmente oggetto di revisione», sottolinea Vannetiello. «Faccio riferimento soprattutto ai ricorsi pendenti in sede penale - spiega - Presentai una prima richiesta di revisione la quale fu disattesa dalla Corte di appello di Roma ma avverso la quale ho proposto ricorso per Cassazione che deve essere deciso il prossimo 9 luglio. Non solo, ho depositato  una seconda richiesta di revisione fondata su otto prove nuove, diverse da quelle indicate in precedenza e poste a base della prima richiesta di revisione.",labour,21,10,0.7801,1,silver,1,1
2v1F8SJGsRU,ilmessaggero,"Russia, le banche di Mosca potranno abbattere i droni ucraini: «Armatevi e difendetevi da sole»","Il governo russo ha intimato alle principali banche, inclusa la Federal Reserve, di abbattere direttamente i droni ucraini, facendosi carico anche dei costi. Questo avviene mentre Mosca fatica a difendere siti strategici sul suo vasto territorio dagli attacchi ucraini, che hanno costretto la Russia a concentrare la propria difesa aerea in alcune aree, tra cui Mosca, lasciandola dispersa o addirittura assente altrove.

Le forze di Kiev hanno preso di mira infrastrutture e attrezzature in Russia utilizzate per condurre o finanziare la guerra: da navi, aerei e aeroporti a raffinerie, depositi e oleodotti, reti di gas naturale e fabbriche di elettronica militare ed esplosivi.

Reuters riferisce che il parlamento russo ha approvato una legge che consente alle banche, tra cui la più grande del paese, Sberbank , e ad altri istituti finanziari di utilizzare sistemi di difesa e armare il personale contro i droni senza il coinvolgimento di forze speciali.

I costi sarebbero a carico delle banche stesse, ha dichiarato Anatoly Aksakov, presidente della commissione finanze della Duma di Stato, citato dall'agenzia di stampa RBC. Alexander Shokhin, a capo della più potente lobby imprenditoriale russa, ha dichiarato lunedì a Vladimir Putin che le aziende sono pronte ad acquistare armi più potenti e sistemi elettronici per difendersi dagli attacchi dei droni.","conflict, war and peace",7,4,0.6994,0,silver,0,1
2zQ2rvy0DZo,ilmessaggero,"«Un frigorifero da 270 chili mi è caduto addosso, ho pensato di morire davanti ai miei figli»","Un enorme frigorifero a doppia porta in acciaio inossidabile da quasi 270 chili si è staccato improvvisamente dalla parete, travolgendola e intrappolandola contro l'isola della cucina senza lasciarle margini di movimento. Un incidente drammatico avvenuto in casa, sotto gli occhi dei figli di 5 e 7 anni, e che non ha avuto conseguenze ancor più gravi grazie all'intervento di tre vigili del fuoco che hanno liberato la donna prima di trasportarla d'urgenza in ospedale. 

Protagonista della terribile disavventura è Laura Clery, 39 anni, una vera e propria stella del web negli Stati Uniti che vanta quasi 25 milioni di follower tra TikTok, Youtube e Instagram grazie ai suoi sketch comici e al racconto quotidiano della sua vita da mamma single. Il suo nome in Italia non è ancora particolarmente conosciuto, ma il racconto dettagliato del suo salvataggio sta facendo il giro della rete.

L'incidente è iniziato quando il figlio maggiore, Alfie, ha tentato di arrampicarsi sull'elettrodomestico. Notando un leggero e anomalo spostamento del frigorifero, Laura è intervenuta immediatamente nel tentativo di spingerlo al suo posto, ma invano: il frigo le è precipitato addosso. La creatrice di contenuti ha affidato ai suoi canali social e alla piattaforma Patreon il resoconto di quella che ha definito come la notte più «spaventosa» della sua vita da mamma single: «Tutto il peso mi ha scaraventata all'indietro contro l'isola della cucina, bloccandomi la parte bassa della schiena e i fianchi. Non riuscivo a muovermi. 

#ilmessaggero #usa #influencer #frigo #cronaca","disaster, accident and emergency incident",92,38,0.8459,1,silver,1,0
3APB0guJKrw,ilmessaggero,"Maldive, l’Università di Genova cancella anche il profilo di Muriel Oddenino","Oltre al profilo della professoressa associata del Distav, Monica Montefalcone, anche quello dell'assegnista di ricerca Muriel Oddenino non risulta più attivo sulla rubrica del sito dell'Università di Genova, dove compare la scritta: «La persona che stai cercando non collabora più con l'Università». Nessun commento in merito dall'Università di Genova, contattata dall'Adnkronos. «Non voglio sottolineare che hanno già cancellato la sua presenza dal sito dell'università, con una fretta che io non comprendo», aveva detto qualche giorno fa il marito di Montefalcone, Carlo Sommacal.

Intanto, proseguono gli accertamenti della squadra mobile di Genova, su delega della procura di Roma, per fare chiarezza sulla morte di Montefalcone e gli altri quattro sub. Gli investigatori stanno passando al setaccio le mail che la docente si era scambiata con il Distav, il Dipartimento di Scienze della Terra, dell'Ambiente e della Vita. In quelle missive dell'università, ipotizzano gli inquirenti, potrebbero esserci i dettagli di quanto avrebbe fatto Montefalcone ogni giorno e le eventuali autorizzazioni alle varie attività scientifiche. Oltre alle mail sarebbe stato acquisito anche il «documento di missione» contenente gli indirizzi di ricerca. Se dovessero emergere i via libera, è sempre una ipotesi investigativa, la morte della dottoressa e dell'assegnista Muriel Oddenino potrebbe essere inquadrata come infortunio sul lavoro.

L'ateneo genovese, sin dal primo giorno, ha sempre sottolineato che «l'attività di immersione subacquea non rientrava in alcun modo nelle attività previste dalla missione scientifica, ma è stata svolta a titolo personale». A chiarire cosa abbia autorizzato l'Università, potrebbero essere le parole della professoressa Elisabetta Rampone, direttrice del Dipartimento, sentita dagli agenti della mobile. Oltre a lei, in questi giorni, gli inquirenti stanno ascoltando le altre 20 persone che erano a bordo della Duke of York, la nave della spedizione alle Maldive mentre nei prossimi giorni gli agenti potrebbero acquisire tutto il materiale cartaceo e informatico custodito al Distav.

#Maldive #MurielOddenino #MonicaMontefalcone #Università",education,39,15,0.8009,1,silver,1,1
3VlhooAUxEI,ilmessaggero,"Auto sulla folla a Modena, le parole di El Koudri all'avvocato: «Io sono nato qui, sono italiano»","Salim El Koudri, il 31enne che sabato pomeriggio ha investito sette persone in centro a Modena, non ha dubbi su un punto. «Mi ha detto: 'Io in Italia sono nato, è il mio Paese, io sono italiano'. Che sia italiano - spiega l'avvocato Fausto Gianelli che lo ha incontrato in carcere - lo dice come sappiamo già la sua cittadinanza. Ma Salim ha aggiunto una cosa che mi ha fatto riflettere, ha detto: 'Io sono italiano e i miei genitori hanno fatto tanti sacrifici per farmi studiare e io dovevo fare qualcosa, realizzarmi perché loro hanno fatto sacrifici, perché loro sono stranieri, lo sai?'"".","crime, law and justice",46,35,0.8551,1,silver,1,1
3XMYNr4hpYA,ilmessaggero,"Metro A, niente treni per tutta la giornata di sabato 23 maggio per lavori: ecco quando riapre","Metro A di Roma ferma per tutta la giornata di oggi, sabato 23 maggio. La chiusura è scattata dalle 21 di venerdì: il servizio della linea rossa della capitale si ferma una giornata intera per consentire lavori di rinnovo dell’infrastruttura ferroviaria.

La linea interrotta è sostituita con due linee di bus MA1 (Battistini-Arco di Travertino) e MA2 ( Flaminio-Anagnina).

Prima e ultima corsa delle navette da Battistini alle 5,30 del mattino e all’1,30 di notte, mentre da Anagnina saranno alle 5,45 del mattino e all’1,30 di notte. Il servizio tornerà regolare domenica. Circolazione dei treni regolare per le metro B-B1 e C.

#Roma #MetroA #bus","disaster, accident and emergency incident",0,0,0.0,0,silver,0,1
41Q3Nm3A6Co,ilmessaggero,"Mahmood testimone al processo contro Riccardo Tisci. «Lui mi portò da bere, c'era droga nel drink»","Il cantante Mahmood avrebbe rifiutato di presentarsi spontaneamente in tribunale per rendere la propria deposizione nel processo per stupro in cui è imputato l’amico e stilista Riccardo Tisci. Lo scrive Fanpage. L’ex direttore creativo di Givenchy e Burberry è accusato di violenza sessuale dal trentacinquenne Patrick Cooper. Nel memorandum depositato dalla difesa si legge: «Il Convenuto ha chiesto a Mahmoud di comparire volontariamente per una deposizione, ma egli ha rifiutato. Pertanto, non vi è altra alternativa che procedere con una Lettera di Richiesta affinché venga esaminato in Italia da un tribunale italiano». I legali dello stilista hanno quindi attivato la Convenzione dell’Aia, allegando 64 domande da sottoporre al cantante, che nel frattempo si è trasferito in Spagna e per ora non ha rilasciato dichiarazioni ufficiali.

Secondo gli atti citati da MowMag, Patrick Cooper sostiene che il cantante gli avrebbe consegnato l’unico drink bevuto quella notte e ipotizza che contenesse una sostanza che gli avrebbe provocato un blackout. Cooper afferma inoltre di non aver mai avuto intenzione di avere rapporti sessuali con Tisci.  Repubblica riporta poi le parole di Cooper tratte dagli atti: «È stato Mahmood ad avermi portato l’unico drink che ho bevuto, credo ci fosse qualche tipo di droga dentro perché non ci possono essere altre spiegazioni per il mio blackout. Io con Tisci non avevo alcuna intenzione di fare sesso». Secondo l’ipotesi accusatoria, la sostanza sarebbe stata aggiunta da Tisci oppure da «Mahmoud agendo su istruzione del Convenuto».

La notte in un locale di Harlem
La denuncia riguarda fatti che sarebbero avvenuti durante il Pride del 2024 a New York. Cooper racconta di aver incontrato Tisci e Mahmood in un locale di Harlem insieme all’amico Michael Alexander e di aver poi perso conoscenza dopo aver bevuto. Dice di essersi risvegliato nudo nell’appartamento dello stilista, senza ricordare come ci fosse arrivato.

Tisci respinge ogni accusa
Tisci ha respinto ogni accusa, definendola falsa, e sostiene che dimostrerà la propria innocenza in tribunale. Al momento non esistono decisioni definitive della giustizia e le ricostruzioni diffuse derivano dagli atti presentati dalle parti coinvolte nel procedimento.

I capi d’imputazione
Secondo il resoconto di MowMag, i capi d’accusa a carico di Tisci comprendono aggressione, percosse, sequestro di persona, inflizione intenzionale di sofferenza emotiva e violazione della legge dello Stato di New York contro la violenza di genere.

#Mahmood #RiccardoTisci #processo","crime, law and justice",13,8,0.7738,1,silver,1,1
4qItDsr6glA,ilmessaggero,"Rocco, caduto dal balcone a 12 anni. «Ora è tornato a scuola»","Quando ha sentito la voce del figlio, dopo mesi di silenzi, non è riuscita a trattenere le lacrime per la gioia. «Un'emozione fortissima nel sentirsi chiamare di nuovo ""mamma""», ricorda commossa Santina, la madre di Rocco, il 12enne precipitato lo scorso 21 ottobre dal balcone di un palazzo al Tiburtino. «Una caduta di 12 metri dalla quale nessuno pensava si sarebbe salvato e invece il miracolo è stato compiuto. Mercoledì è addirittura tornato a scuola».

Iniziamo dal momento più duro. Cosa ricorda lei di quel 21 ottobre?

«Era un giorno di festa, ci stavamo preparando per andare alla laurea di mio fratello per la quale, dalla Calabria, eravamo venuti a Roma. Rocco era l'unico ancora in pigiama. Per farlo sbrigare gli ho detto ""vai a fare la doccia, ché tua sorella è già uscita"". La bimba si era avviata con mio cognato».

Rocco infatti si è affacciato al balcone proprio per la sorella...

«Sì. Appena gli ho detto così, lui ha lasciato il mio braccio ed è corso sul balcone della cucina. Era scalzo, forse è scivolato. Non so come sia caduto giù».

L'intervista di Luisa Urbani su www.ilmessaggero.it / #Roma #Rocco",human interest,15,2,0.4397,0,silver,0,0
52Fr3hFeR2s,ilmessaggero,I carabinieri bloccano la festa con Mick Jagger a Stromboli: «Musica vietata il mercoledì»,"La musica il mercoledì a Stromboli, nelle Eolie, è vietata e alla festa privata organizzata per la fine delle riprese di «Three Incestuous Sisters», cui partecipava anche Mick Jagger, è stata interrotta dall'arrivo dei carabinieri intervenuti per far rispettare l'ordinanza sindacale. Così il party organizzato in un locale con attori e troupe del film diretto dalla regista Alice Rohrwacher, è stato interrotto. Alla festa oltre al fondatore e frontman dei Rolling Stones, che nel film ha interpretato la parte del guardiano, e alla regista erano presenti anche gli attori Dakota Johnson, Saoirse Ronan, Jessie Buckley, Josh O'Connor, Isabella Rossellini. L'interruzione ha creato perplessità, mista ad ilarità, ma, seppure a malincuore, è stata rispettata. La musica «incriminata» era diffusa da una piccola cassa e ad un volume accettabile dicono alcuni testimoni. La troupe, oggi ha lasciato l'isola con i mezzi di linea, Jagger con un elicottero privato. A stigmatizzare l'accaduto è intervenuta la presidente della Pro Loco Amo Stromboli, Rosa Oliva: ""È l'ennesimo segnale - afferma - di un territorio che, anziché essere valorizzato e supportato dopo un inverno di gravi carenze e abbandono, si ritrova penalizzato anche nei suoi momenti di aggregazione e visibilità. Un'isola dalla rilevanza internazionale come la nostra merita una gestione amministrativa all'altezza, capace di prevenire i problemi e di far dialogare le realtà locali, anziché ridursi a interventi tardivi o punitivi». «Dal sindaco di Lipari, Riccardo Gullo - aggiunge - invece, ci si sarebbe aspettato un benvenuto agli ospiti, o almeno un saluto e un ringraziamento per l'apporto determinante all'economia delle Eolie e alla loro visibilità. Si vive di turismo nelle nostre isole».","crime, law and justice",30,8,0.7435,1,silver,1,0
6DifgCjsqVQ,ilmessaggero,"Stati Uniti, si dimette la direttrice degli 007 Tulsi Gabbard. «Sosterrà il marito malato il cancro»","La direttrice della National Intelligence americana Tulsi Gabbard si è dimessa. La decisione è legata alle condizoni di salute del marito, recentemente colpito da una forma estremamente rara di tumore osseo. Lo riferisce Fox News, secondo cui Gabbard ha informato il presidente durante un incontro nello Studio Ovale e ha poi formalizzato la decisione in una lettera, in cui ha scritto di essere «profondamente grata per la fiducia accordatale» e ha confermato che le dimissioni saranno effettive dal 30 giugno.

Nella lettera, Gabbard ha affermato che il marito «affronterà sfide importanti nelle prossime settimane e nei prossimi mesi» e ha spiegato di dover «lasciare temporaneamente il servizio pubblico per stargli accanto e sostenerlo pienamente in questa battaglia».

Ha aggiunto che il coniuge «è stato la mia roccia per tutti i nostri undici anni di matrimonio», sostenendola durante missioni militari, campagne elettorali e l'attuale incarico, e che la sua «forza e il suo amore hanno sostenuto ogni mia sfida».

Tulsi Gabbard «ha fatto un lavoro incredibile e ci mancherà». Lo ha detto Donald Trump annunciando che il posto di Gabbard sarà preso ad interim dal suo numero due Aaron Lukas.",politics and government,20,18,0.8358,1,silver,1,1
6K_bqkjdX8w,ilmessaggero,"Napoli, 12enne accoltellato in casa. Il padre tenta il suicidio. «L'aggressione dopo una lite»","Un 12enne di Napoli è stato portato al pronto soccorso dell'ospedale Vecchio Pellegrini per ferite da arma da taglio al torace. Il minore è stato trafitto con due coltellate al polmone sinistro in via Vergini, nella sua abitazione. 

In ospedale è stato trasportato anche il padre del ragazzino anche lui con ferite da taglio all'altezza della gola. Sul posto sono intervenute le forze dell'ordine che indagano sulla possibilità di un'aggressione domestica. Non si esclude che le coltellate siano state inferte dal padre. Quest’ultimo avrebbe poi tentato di togliersi la vita colpendosi con il coltello alla gola e al volto. Ferita anche la madre alla mano. L’uomo avrebbe aggredito anche un’infermiera del 118. Padre e figlio sono ricoverati al Pellegrini in prognosi riservata.

di Melina Chiapparino

#IlMessaggero #napoli","crime, law and justice",11,5,0.7128,1,silver,1,1
6qP__CMW5j8,ilmessaggero,"Garlasco, Sempio intercettato: «Magistrati stra-corrotti»","Ad Andrea Sempio restano tre giorni, poi dovrà dare una risposta alla Procura di Pavia che aspetta di sapere se potrà interrogarlo. Nel caso in cui accettasse, si ritroverebbe davanti il pm Napoleone e l'aggiunto Civardi, che l'indagato definiva «stra-corrotti» in una confessione a un'amica. Dichiarazione, risalente al 21 marzo 2025, intercettata e finita agli atti.  

Quello che diceva è ora nei brogliacci dei carabinieri di Milano, depositati dopo la chiusura delle indagini e resi noti da La Repubblica: i magistrati che lo indagano per l'omicidio di Chiara Poggi sarebbero «stra-corrotti», il processo sarebbe già «pilotato», e dietro le quinte si muoverebbero «cose strane» che lui non riesce a spiegarsi fino in fondo. 

Il commesso di 38 anni, indagato per il delitto del 13 agosto 2007 a Garlasco, nomina esplicitamente i due nomi citati in precedenza: «Napoleone, Civardi… sono tutti stra-corrotti».

 Il giudizio è netto, pronunciato con la disinvoltura di chi si crede al sicuro.  Il quadro che emerge dalle conversazioni non è quello di un uomo che si difende con sicurezza, ma di qualcuno che ha già scritto mentalmente il finale. «Le persone sotto sono corrotte», dice Sempio all'amica. «Quindi io mi aspetto il peggio possibile da tutto questo».

Il riferimento ai tempi dell'udienza suona come un test della sua stessa teoria: «Se lo fanno lunedì vuol dire che proprio sotto sono… son tutti pagati e via… E vediamo». Un ragionamento circolare, in cui qualsiasi mossa degli inquirenti conferma il sospetto originario. 

#ilmessaggero #garlasco #andreasempio #cronaca","crime, law and justice",63,45,0.8614,1,silver,1,1
